t, reading, imuVal 
317.59500, 846.00000, 19538.11283
317.64600, 399.00000, 21841.65487
317.69600, 126.00000, 25571.89567
317.74600, 900.00000, 30217.97439
317.79500, 583.00000, 33830.85570
317.84500, 125.00000, 34835.20394
317.89500, 899.00000, 32808.75532
317.94600, 553.00000, 28470.05276
317.99600, 126.00000, 23920.00495
318.04600, 131.00000, 21435.80063
318.09500, 900.00000, 20844.05107
318.14500, 899.00000, 22256.08543
318.19500, 129.00000, 27005.86349
318.24600, 900.00000, 32601.80150
318.29600, 632.00000, 34971.67694
318.34600, 127.00000, 33543.03567
318.39500, 899.00000, 29501.57727
318.44500, 161.00000, 23806.79469
318.49600, 585.00000, 18786.65919
318.54600, 490.00000, 16959.20318
318.59600, 783.00000, 18208.13494
318.64600, 238.00000, 21931.34659
318.69500, 835.00000, 27503.34609
318.74500, 582.00000, 32054.05365
318.79600, 330.00000, 33128.72990
318.84600, 126.00000, 31115.82011
318.89600, 899.00000, 27670.87327
318.94600, 587.00000, 24587.39337
318.99500, 128.00000, 22957.05262
319.04500, 900.00000, 21943.64600
319.09600, 900.00000, 21260.87613
319.14600, 125.00000, 23109.44881
319.19600, 900.00000, 27745.58709
319.24600, 900.00000, 31532.43751
319.29500, 126.00000, 31972.60301
319.34500, 563.00000, 30426.01131
319.39600, 900.00000, 28498.80894
319.44600, 461.00000, 25368.70669
319.49600, 126.00000, 21710.97404
319.54600, 900.00000, 20850.77187
319.59500, 126.00000, 22478.69297
319.64500, 900.00000, 23732.32814
319.69600, 900.00000, 24783.80467
319.74600, 900.00000, 26263.86448
319.79600, 127.00000, 27419.38309
319.84600, 900.00000, 28241.18249
319.89500, 573.00000, 29111.88270
319.94600, 645.00000, 28807.32750
319.99600, 126.00000, 25346.38098
320.04600, 900.00000, 21575.69575
320.09600, 900.00000, 23971.55160
320.14600, 126.00000, 31725.64646
320.19500, 900.00000, 36577.93034
320.24600, 900.00000, 34804.81345
320.29600, 900.00000, 30136.05595
320.34600, 416.00000, 26960.12229
320.39600, 900.00000, 26727.01321
320.44600, 900.00000, 28424.11592
320.49500, 129.00000, 30414.62324
320.54600, 899.00000, 31911.25883
320.59600, 736.00000, 32927.99127
320.64600, 487.00000, 33676.98998
320.69600, 127.00000, 33311.57710
320.74600, 713.00000, 29898.43644
320.79500, 495.00000, 24273.69437
320.84600, 811.00000, 21165.41564
320.89600, 126.00000, 22678.92709
320.94600, 126.00000, 25726.91509
320.99600, 900.00000, 27591.10562
