t, reading, imuVal 
16.60500, 521.00000, 376.00000
16.65500, 526.00000, -2256.00000
16.70500, 526.00000, -1128.00000
16.75500, 551.00000, -324.00000
16.80600, 531.00000, -158.00000
16.85500, 529.00000, 424.00000
16.90500, 465.00000, -1138.00000
16.95500, 522.00000, -990.00000
17.05000, 521.00000, -2260.00000
17.05600, 491.00000, -958.00000
17.10600, 502.00000, -158.00000
17.15500, 543.00000, -1238.00000
17.20500, 520.00000, -396.00000
17.25500, 512.00000, -2990.00000
17.30500, 576.00000, -3664.00000
17.35600, 527.00000, -3568.00000
17.40600, 519.00000, -1022.00000
17.45500, 496.00000, 2224.00000
17.50500, 469.00000, 150.00000
17.55500, 504.00000, -2688.00000
17.60500, 526.00000, -3298.00000
17.65600, 498.00000, 980.00000
17.70600, 529.00000, 2406.00000
17.75500, 498.00000, -2180.00000
17.80500, 522.00000, -3016.00000
17.85500, 528.00000, 548.00000
17.90500, 516.00000, 40.00000
17.95600, 530.00000, -332.00000
18.06000, 519.00000, 214.00000
18.05500, 520.00000, 1248.00000
18.10500, 513.00000, 742.00000
18.15500, 491.00000, -1096.00000
18.20500, 512.00000, -3350.00000
18.25600, 460.00000, -802.00000
18.30600, 541.00000, 7324.00000
18.35500, 528.00000, -730.00000
18.40500, 528.00000, -7950.00000
18.45500, 533.00000, -5970.00000
18.50600, 467.00000, -426.00000
18.55600, 528.00000, 2854.00000
18.60600, 523.00000, -414.00000
18.65500, 527.00000, -3844.00000
18.70500, 522.00000, -4076.00000
18.75500, 519.00000, -512.00000
18.80600, 518.00000, 362.00000
18.85600, 511.00000, -746.00000
18.90600, 499.00000, 272.00000
18.95500, 525.00000, 1982.00000
19.05000, 518.00000, -466.00000
19.05500, 525.00000, -1364.00000
19.10600, 497.00000, 1060.00000
19.15600, 530.00000, 3760.00000
19.20600, 531.00000, 2736.00000
19.25500, 523.00000, 772.00000
19.30500, 523.00000, -1402.00000
19.35500, 531.00000, -1848.00000
19.40600, 497.00000, -3234.00000
19.45600, 522.00000, 1038.00000
19.50600, 530.00000, 4796.00000
19.55500, 534.00000, -1408.00000
19.60500, 531.00000, -6654.00000
19.65500, 527.00000, -4744.00000
19.70600, 522.00000, -776.00000
19.75600, 528.00000, 4740.00000
19.80600, 523.00000, 988.00000
19.85500, 528.00000, -3316.00000
19.90500, 529.00000, -1606.00000
19.95500, 527.00000, -3968.00000
20.06000, 530.00000, -840.00000
20.05600, 528.00000, -22.00000
20.10600, 534.00000, 1974.00000
20.15500, 531.00000, -4502.00000
20.20500, 518.00000, -794.00000
20.25600, 519.00000, 138.00000
20.30600, 540.00000, 2918.00000
20.35600, 530.00000, 2328.00000
20.40600, 530.00000, -1064.00000
20.45500, 535.00000, -1406.00000
20.50500, 534.00000, -1992.00000
20.55600, 524.00000, 2166.00000
20.60600, 538.00000, 5384.00000
20.65600, 531.00000, 2990.00000
20.70600, 533.00000, -5228.00000
20.75500, 533.00000, -4176.00000
20.80500, 513.00000, -1610.00000
20.85600, 539.00000, 1190.00000
20.90600, 526.00000, 1796.00000
20.95600, 536.00000, 2274.00000
21.06000, 529.00000, -2470.00000
21.05500, 529.00000, -3556.00000
21.10500, 523.00000, -2550.00000
21.15600, 520.00000, -1120.00000
21.20600, 518.00000, 2004.00000
21.25600, 530.00000, 4758.00000
21.30500, 526.00000, 2534.00000
21.35500, 516.00000, -1156.00000
21.40500, 526.00000, 226.00000
21.45600, 530.00000, 122.00000
21.50600, 535.00000, 786.00000
21.55600, 524.00000, 1542.00000
21.60500, 446.00000, -1142.00000
21.65500, 523.00000, -1902.00000
21.70600, 534.00000, -3464.00000
21.75600, 516.00000, -3078.00000
21.80600, 504.00000, 3806.00000
21.85600, 497.00000, 5638.00000
21.90500, 518.00000, -2552.00000
21.95500, 527.00000, -7664.00000
22.06000, 529.00000, -4106.00000
22.05600, 521.00000, -1910.00000
22.10600, 523.00000, 140.00000
22.15600, 516.00000, 252.00000
22.20500, 485.00000, -2288.00000
22.25500, 516.00000, -3206.00000
22.30600, 513.00000, -582.00000
22.35600, 509.00000, 984.00000
22.40600, 500.00000, 3072.00000
22.45600, 523.00000, 510.00000
22.50500, 519.00000, -100.00000
22.55500, 505.00000, -1524.00000
22.60600, 536.00000, -470.00000
22.65600, 527.00000, -1130.00000
22.70600, 522.00000, 100.00000
22.75600, 520.00000, 8.00000
22.80500, 514.00000, 1030.00000
22.85500, 521.00000, 404.00000
22.90600, 520.00000, -788.00000
22.95600, 508.00000, 1880.00000
23.06000, 522.00000, 3044.00000
23.05600, 519.00000, -2352.00000
23.10500, 518.00000, -2186.00000
23.15500, 523.00000, -1330.00000
23.20600, 520.00000, -1752.00000
23.25600, 516.00000, -2394.00000
23.30600, 514.00000, -2638.00000
23.35600, 516.00000, -2104.00000
23.40500, 496.00000, -1452.00000
23.45600, 518.00000, -2432.00000
23.50600, 520.00000, -2738.00000
23.55600, 519.00000, -1472.00000
23.60600, 526.00000, 42.00000
23.65600, 520.00000, -2408.00000
23.70500, 490.00000, -3674.00000
23.75600, 531.00000, -2170.00000
23.80600, 529.00000, 2396.00000
23.85600, 485.00000, 3724.00000
23.90600, 522.00000, 2364.00000
23.95600, 544.00000, -642.00000
24.05000, 529.00000, -382.00000
24.05600, 519.00000, -234.00000
24.10600, 522.00000, -3642.00000
24.15600, 525.00000, 56.00000
24.20600, 531.00000, 5436.00000
24.25600, 523.00000, -2018.00000
24.30500, 507.00000, -6458.00000
24.35600, 541.00000, -3740.00000
24.40600, 541.00000, 1336.00000
24.45600, 532.00000, 2726.00000
24.50600, 530.00000, 248.00000
24.55600, 528.00000, -396.00000
24.60500, 526.00000, -804.00000
24.65600, 514.00000, -2558.00000
24.70600, 529.00000, -3634.00000
24.75600, 523.00000, -5656.00000
