t, reading, imuVal 
363.90100, 511.00000, 23668.00000
363.95100, 520.00000, 23726.00000
364.01000, 524.00000, 24014.00000
364.05100, 514.00000, 23890.00000
364.01000, 520.00000, 23712.00000
364.15100, 510.00000, 23732.00000
364.20100, 516.00000, 23878.00000
364.25100, 523.00000, 23922.00000
364.30100, 519.00000, 24124.00000
364.35100, 515.00000, 23772.00000
364.40000, 524.00000, 23384.00000
364.45100, 517.00000, 23678.00000
364.50100, 515.00000, 23586.00000
364.55100, 526.00000, 24132.00000
364.60100, 524.00000, 24414.00000
364.65100, 520.00000, 23790.00000
364.70100, 526.00000, 23276.00000
364.75100, 523.00000, 23890.00000
364.80100, 520.00000, 23862.00000
364.85100, 520.00000, 23860.00000
364.90100, 524.00000, 23544.00000
364.95100, 523.00000, 22944.00000
365.01000, 520.00000, 23446.00000
365.05100, 522.00000, 24466.00000
365.10100, 520.00000, 24656.00000
365.15100, 518.00000, 23990.00000
365.20100, 522.00000, 23328.00000
365.25000, 524.00000, 23192.00000
365.30100, 518.00000, 23652.00000
365.35100, 521.00000, 24350.00000
365.40100, 523.00000, 24102.00000
365.45100, 517.00000, 23128.00000
365.50100, 520.00000, 23214.00000
